Destination,Year,Sector,Value
Non-EU,2015,Other Services,30
Non-EU,2016,Other Services,40
Non-EU,2017,Other Services,80
Non-EU,2018,Other Services,85
Non-EU,2002,"Professional, Scientific & Technical",690
Non-EU,2003,"Professional, Scientific & Technical",485
Non-EU,2004,"Professional, Scientific & Technical",575
Non-EU,2005,"Professional, Scientific & Technical",655
Non-EU,2006,"Professional, Scientific & Technical",790
Non-EU,2007,"Professional, Scientific & Technical",1185
Non-EU,2008,"Professional, Scientific & Technical",1280
Non-EU,2009,"Professional, Scientific & Technical",1360
Non-EU,2010,"Professional, Scientific & Technical",1510
Non-EU,2011,"Professional, Scientific & Technical",1665
Non-EU,2012,"Professional, Scientific & Technical",1850
Non-EU,2013,"Professional, Scientific & Technical",1980
Non-EU,2014,"Professional, Scientific & Technical",2230
Non-EU,2015,"Professional, Scientific & Technical",2300
Non-EU,2016,"Professional, Scientific & Technical",2590
Non-EU,2017,"Professional, Scientific & Technical",2335
Non-EU,2018,"Professional, Scientific & Technical",2240
Non-EU,2002,Real Estate Activities,10
Non-EU,2003,Real Estate Activities,10
Non-EU,2004,Real Estate Activities,5
Non-EU,2005,Real Estate Activities,5
Non-EU,2006,Real Estate Activities,25
Non-EU,2007,Real Estate Activities,15
Non-EU,2008,Real Estate Activities,20
Non-EU,2009,Real Estate Activities,25
Non-EU,2010,Real Estate Activities,20
Non-EU,2011,Real Estate Activities,15
Non-EU,2012,Real Estate Activities,15
Non-EU,2013,Real Estate Activities,20
Non-EU,2014,Real Estate Activities,25
Non-EU,2015,Real Estate Activities,45
Non-EU,2016,Real Estate Activities,30
Non-EU,2017,Real Estate Activities,60
Non-EU,2018,Real Estate Activities,55
Non-EU,2002,"Rubber, Plastic and Other Non-Metallic Mineral Products",90
Non-EU,2003,"Rubber, Plastic and Other Non-Metallic Mineral Products",100
Non-EU,2004,"Rubber, Plastic and Other Non-Metallic Mineral Products",185
Non-EU,2005,"Rubber, Plastic and Other Non-Metallic Mineral Products",210
Non-EU,2006,"Rubber, Plastic and Other Non-Metallic Mineral Products",210
Non-EU,2007,"Rubber, Plastic and Other Non-Metallic Mineral Products",170
Non-EU,2008,"Rubber, Plastic and Other Non-Metallic Mineral Products",150
Non-EU,2009,"Rubber, Plastic and Other Non-Metallic Mineral Products",155
Non-EU,2010,"Rubber, Plastic and Other Non-Metallic Mineral Products",170
Non-EU,2011,"Rubber, Plastic and Other Non-Metallic Mineral Products",230
Non-EU,2012,"Rubber, Plastic and Other Non-Metallic Mineral Products",230
Non-EU,2013,"Rubber, Plastic and Other Non-Metallic Mineral Products",255
Non-EU,2014,"Rubber, Plastic and Other Non-Metallic Mineral Products",260
Non-EU,2015,"Rubber, Plastic and Other Non-Metallic Mineral Products",240
Non-EU,2016,"Rubber, Plastic and Other Non-Metallic Mineral Products",250
Non-EU,2017,"Rubber, Plastic and Other Non-Metallic Mineral Products",240
Non-EU,2018,"Rubber, Plastic and Other Non-Metallic Mineral Products",260
Non-EU,2002,"Textiles, Wearing Apparel and Leather",165
Non-EU,2003,"Textiles, Wearing Apparel and Leather",175
Non-EU,2004,"Textiles, Wearing Apparel and Leather",155
Non-EU,2005,"Textiles, Wearing Apparel and Leather",135
Non-EU,2006,"Textiles, Wearing Apparel and Leather",140
Non-EU,2007,"Textiles, Wearing Apparel and Leather",125
Non-EU,2008,"Textiles, Wearing Apparel and Leather",125
Non-EU,2009,"Textiles, Wearing Apparel and Leather",105
Non-EU,2010,"Textiles, Wearing Apparel and Leather",110
Non-EU,2011,"Textiles, Wearing Apparel and Leather",135
Non-EU,2012,"Textiles, Wearing Apparel and Leather",155
Non-EU,2013,"Textiles, Wearing Apparel and Leather",145
Non-EU,2014,"Textiles, Wearing Apparel and Leather",155
Non-EU,2015,"Textiles, Wearing Apparel and Leather",155
Non-EU,2016,"Textiles, Wearing Apparel and Leather",140
Non-EU,2017,"Textiles, Wearing Apparel and Leather",120
Non-EU,2018,"Textiles, Wearing Apparel and Leather",130
Non-EU,2002,Total,9060
Non-EU,2003,Total,8920
Non-EU,2004,Total,9315
Non-EU,2005,Total,9615
Non-EU,2006,Total,9995
Non-EU,2007,Total,10815
Non-EU,2008,Total,11450
Non-EU,2009,Total,12025
Non-EU,2010,Total,13485
Non-EU,2011,Total,14140
Non-EU,2012,Total,15435
Non-EU,2013,Total,16575
Non-EU,2014,Total,16860
Non-EU,2015,Total,16990
Non-EU,2016,Total,17505
Non-EU,2017,Total,17250
Non-EU,2018,Total,17675
Non-EU,2002,Total Manufacturing,6275
Non-EU,2003,Total Manufacturing,5940
Non-EU,2004,Total Manufacturing,5680
Non-EU,2005,Total Manufacturing,5910
Non-EU,2006,Total Manufacturing,5730
Non-EU,2007,Total Manufacturing,6195
Non-EU,2008,Total Manufacturing,6280
Non-EU,2009,Total Manufacturing,6400
Non-EU,2010,Total Manufacturing,7050
Non-EU,2011,Total Manufacturing,7395
Non-EU,2012,Total Manufacturing,8100
Non-EU,2013,Total Manufacturing,8375
Non-EU,2014,Total Manufacturing,8000
Non-EU,2015,Total Manufacturing,8330
Non-EU,2016,Total Manufacturing,8375
Non-EU,2017,Total Manufacturing,8590
Non-EU,2018,Total Manufacturing,8770
Non-EU,2002,Total Services,2330
Non-EU,2003,Total Services,2405
Non-EU,2004,Total Services,3070
Non-EU,2005,Total Services,3060
Non-EU,2006,Total Services,3690
Non-EU,2007,Total Services,3955
Non-EU,2008,Total Services,4460
Non-EU,2009,Total Services,4755
Non-EU,2010,Total Services,5115
Non-EU,2011,Total Services,5195
Non-EU,2012,Total Services,5890
Non-EU,2013,Total Services,6670
Non-EU,2014,Total Services,7040
Non-EU,2015,Total Services,6855
Non-EU,2016,Total Services,7390
Non-EU,2017,Total Services,7000
Non-EU,2018,Total Services,7095
Non-EU,2002,Transport Equipment,580
Non-EU,2003,Transport Equipment,655
Non-EU,2004,Transport Equipment,690
Non-EU,2005,Transport Equipment,690
Non-EU,2006,Transport Equipment,735
Non-EU,2007,Transport Equipment,835
Non-EU,2008,Transport Equipment,730
Non-EU,2009,Transport Equipment,750
Non-EU,2010,Transport Equipment,820
Non-EU,2011,Transport Equipment,775
Non-EU,2012,Transport Equipment,870
Non-EU,2013,Transport Equipment,1065
Non-EU,2014,Transport Equipment,1005
Non-EU,2015,Transport Equipment,950
Non-EU,2016,Transport Equipment,1100
Non-EU,2017,Transport Equipment,1240
Non-EU,2018,Transport Equipment,1115
Non-EU,2002,Transportation and Storage,280
Non-EU,2003,Transportation and Storage,360
Non-EU,2004,Transportation and Storage,370
Non-EU,2005,Transportation and Storage,305
Non-EU,2006,Transportation and Storage,340
Non-EU,2007,Transportation and Storage,410
Non-EU,2008,Transportation and Storage,555
Non-EU,2009,Transportation and Storage,435
Non-EU,2010,Transportation and Storage,450
Non-EU,2011,Transportation and Storage,405
Non-EU,2012,Transportation and Storage,395
Non-EU,2013,Transportation and Storage,510
Non-EU,2014,Transportation and Storage,550
Non-EU,2015,Transportation and Storage,410
Non-EU,2016,Transportation and Storage,430
Non-EU,2017,Transportation and Storage,335
Non-EU,2018,Transportation and Storage,385
Non-EU,2002,Utilities,15
Non-EU,2003,Utilities,5
Non-EU,2004,Utilities,5
Non-EU,2005,Utilities,15
Non-EU,2006,Utilities,15
Non-EU,2007,Utilities,25
Non-EU,2008,Utilities,35
Non-EU,2009,Utilities,45
Non-EU,2010,Utilities,45
Non-EU,2011,Utilities,85
Non-EU,2012,Utilities,85
Non-EU,2013,Utilities,95
Non-EU,2014,Utilities,110
Non-EU,2015,Utilities,120
Non-EU,2016,Utilities,120
Non-EU,2017,Utilities,110
Non-EU,2018,Utilities,100
Non-EU,2002,"Wholesale, Retail and Repairs",355
Non-EU,2003,"Wholesale, Retail and Repairs",370
Non-EU,2004,"Wholesale, Retail and Repairs",455
Non-EU,2005,"Wholesale, Retail and Repairs",415
Non-EU,2006,"Wholesale, Retail and Repairs",575
Non-EU,2007,"Wholesale, Retail and Repairs",615
Non-EU,2008,"Wholesale, Retail and Repairs",665
Non-EU,2009,"Wholesale, Retail and Repairs",615
Non-EU,2010,"Wholesale, Retail and Repairs",535
Non-EU,2011,"Wholesale, Retail and Repairs",600
Non-EU,2012,"Wholesale, Retail and Repairs",665
Non-EU,2013,"Wholesale, Retail and Repairs",900
Non-EU,2014,"Wholesale, Retail and Repairs",765
Non-EU,2015,"Wholesale, Retail and Repairs",760
Non-EU,2016,"Wholesale, Retail and Repairs",835
Non-EU,2017,"Wholesale, Retail and Repairs",755
Non-EU,2018,"Wholesale, Retail and Repairs",700
Non-EU,2002,"Wood and Paper Products, and Printing",135
Non-EU,2003,"Wood and Paper Products, and Printing",135
Non-EU,2004,"Wood and Paper Products, and Printing",160
Non-EU,2005,"Wood and Paper Products, and Printing",150
Non-EU,2006,"Wood and Paper Products, and Printing",160
Non-EU,2007,"Wood and Paper Products, and Printing",150
Non-EU,2008,"Wood and Paper Products, and Printing",145
Non-EU,2009,"Wood and Paper Products, and Printing",160
Non-EU,2010,"Wood and Paper Products, and Printing",200
Non-EU,2011,"Wood and Paper Products, and Printing",170
Non-EU,2012,"Wood and Paper Products, and Printing",205
Non-EU,2013,"Wood and Paper Products, and Printing",215
Non-EU,2014,"Wood and Paper Products, and Printing",150
Non-EU,2015,"Wood and Paper Products, and Printing",140
Non-EU,2016,"Wood and Paper Products, and Printing",120
Non-EU,2017,"Wood and Paper Products, and Printing",125
Non-EU,2018,"Wood and Paper Products, and Printing",120
Rest of UK,2002,Accommodation and Food Services,480
Rest of UK,2003,Accommodation and Food Services,660
Rest of UK,2004,Accommodation and Food Services,825
Rest of UK,2005,Accommodation and Food Services,735
Rest of UK,2006,Accommodation and Food Services,845
Rest of UK,2007,Accommodation and Food Services,850
Rest of UK,2008,Accommodation and Food Services,825
Rest of UK,2009,Accommodation and Food Services,865
Rest of UK,2010,Accommodation and Food Services,945
Rest of UK,2011,Accommodation and Food Services,955
Rest of UK,2012,Accommodation and Food Services,980
Rest of UK,2013,Accommodation and Food Services,770
Rest of UK,2014,Accommodation and Food Services,825
Rest of UK,2015,Accommodation and Food Services,665
Rest of UK,2016,Accommodation and Food Services,645
Rest of UK,2017,Accommodation and Food Services,590
Rest of UK,2018,Accommodation and Food Services,680
Rest of UK,2002,Administrative and Support Services,1145
Rest of UK,2003,Administrative and Support Services,1540
Rest of UK,2004,Administrative and Support Services,1545
Rest of UK,2005,Administrative and Support Services,1915
Rest of UK,2006,Administrative and Support Services,1645
Rest of UK,2007,Administrative and Support Services,2255
Rest of UK,2008,Administrative and Support Services,2135
Rest of UK,2009,Administrative and Support Services,2255
Rest of UK,2010,Administrative and Support Services,1845
Rest of UK,2011,Administrative and Support Services,1390
Rest of UK,2012,Administrative and Support Services,2075
Rest of UK,2013,Administrative and Support Services,2690
Rest of UK,2014,Administrative and Support Services,3125
Rest of UK,2015,Administrative and Support Services,2620
Rest of UK,2016,Administrative and Support Services,2685
Rest of UK,2017,Administrative and Support Services,2360
Rest of UK,2018,Administrative and Support Services,2165
Rest of UK,2002,"Agriculture, Forestry and Fishing",520
Rest of UK,2003,"Agriculture, Forestry and Fishing",420
Rest of UK,2004,"Agriculture, Forestry and Fishing",460
Rest of UK,2005,"Agriculture, Forestry and Fishing",495
Rest of UK,2006,"Agriculture, Forestry and Fishing",540
Rest of UK,2007,"Agriculture, Forestry and Fishing",575
Rest of UK,2008,"Agriculture, Forestry and Fishing",615
Rest of UK,2009,"Agriculture, Forestry and Fishing",715
Rest of UK,2010,"Agriculture, Forestry and Fishing",710
Rest of UK,2011,"Agriculture, Forestry and Fishing",710
Rest of UK,2012,"Agriculture, Forestry and Fishing",770
Rest of UK,2013,"Agriculture, Forestry and Fishing",680
Rest of UK,2014,"Agriculture, Forestry and Fishing",705
Rest of UK,2015,"Agriculture, Forestry and Fishing",605
Rest of UK,2016,"Agriculture, Forestry and Fishing",710
Rest of UK,2017,"Agriculture, Forestry and Fishing",810
Rest of UK,2018,"Agriculture, Forestry and Fishing",855
Rest of UK,2002,"Basic Metals and Fabricated Metal Products, Except Machinery",805
Rest of UK,2003,"Basic Metals and Fabricated Metal Products, Except Machinery",630
Rest of UK,2004,"Basic Metals and Fabricated Metal Products, Except Machinery",570
Rest of UK,2005,"Basic Metals and Fabricated Metal Products, Except Machinery",665
Rest of UK,2006,"Basic Metals and Fabricated Metal Products, Except Machinery",730
Rest of UK,2007,"Basic Metals and Fabricated Metal Products, Except Machinery",840
Rest of UK,2008,"Basic Metals and Fabricated Metal Products, Except Machinery",885
Rest of UK,2009,"Basic Metals and Fabricated Metal Products, Except Machinery",890
Rest of UK,2010,"Basic Metals and Fabricated Metal Products, Except Machinery",735
Rest of UK,2011,"Basic Metals and Fabricated Metal Products, Except Machinery",835
Rest of UK,2012,"Basic Metals and Fabricated Metal Products, Except Machinery",910
Rest of UK,2013,"Basic Metals and Fabricated Metal Products, Except Machinery",795
Rest of UK,2014,"Basic Metals and Fabricated Metal Products, Except Machinery",730
Rest of UK,2015,"Basic Metals and Fabricated Metal Products, Except Machinery",850
Rest of UK,2016,"Basic Metals and Fabricated Metal Products, Except Machinery",780
Rest of UK,2017,"Basic Metals and Fabricated Metal Products, Except Machinery",685
Rest of UK,2018,"Basic Metals and Fabricated Metal Products, Except Machinery",835
Rest of UK,2002,Basic Pharmaceuticals and Their Products,145
Rest of UK,2003,Basic Pharmaceuticals and Their Products,210
Rest of UK,2004,Basic Pharmaceuticals and Their Products,185
Rest of UK,2005,Basic Pharmaceuticals and Their Products,200
Rest of UK,2006,Basic Pharmaceuticals and Their Products,190
Rest of UK,2007,Basic Pharmaceuticals and Their Products,295
Rest of UK,2008,Basic Pharmaceuticals and Their Products,275
Rest of UK,2009,Basic Pharmaceuticals and Their Products,220
Rest of UK,2010,Basic Pharmaceuticals and Their Products,265
Rest of UK,2011,Basic Pharmaceuticals and Their Products,265
Rest of UK,2012,Basic Pharmaceuticals and Their Products,160
Rest of UK,2013,Basic Pharmaceuticals and Their Products,150
Rest of UK,2014,Basic Pharmaceuticals and Their Products,145
Rest of UK,2015,Basic Pharmaceuticals and Their Products,135
Rest of UK,2016,Basic Pharmaceuticals and Their Products,90
Rest of UK,2017,Basic Pharmaceuticals and Their Products,110
Rest of UK,2018,Basic Pharmaceuticals and Their Products,155
Rest of UK,2002,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",605
Rest of UK,2003,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",690
Rest of UK,2004,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",575
Rest of UK,2005,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",400
Rest of UK,2006,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",305
Rest of UK,2007,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1345
Rest of UK,2008,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1705
Rest of UK,2009,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1835
Rest of UK,2010,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",2225
Rest of UK,2011,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1870
Rest of UK,2012,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1605
Rest of UK,2013,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1585
Rest of UK,2014,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1180
Rest of UK,2015,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1230
Rest of UK,2016,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1230
Rest of UK,2017,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1560
Rest of UK,2018,"Coke, Refined Petroleum Products, Chemicals and Chemical Products",1810
Rest of UK,2002,"Computer, Electronic and Optical Products",1055
Rest of UK,2003,"Computer, Electronic and Optical Products",1110
Rest of UK,2004,"Computer, Electronic and Optical Products",1005
Rest of UK,2005,"Computer, Electronic and Optical Products",860
Rest of UK,2006,"Computer, Electronic and Optical Products",830
Rest of UK,2007,"Computer, Electronic and Optical Products",720
Rest of UK,2008,"Computer, Electronic and Optical Products",735
Rest of UK,2009,"Computer, Electronic and Optical Products",665
Rest of UK,2010,"Computer, Electronic and Optical Products",620
Rest of UK,2011,"Computer, Electronic and Optical Products",635
Rest of UK,2012,"Computer, Electronic and Optical Products",675
Rest of UK,2013,"Computer, Electronic and Optical Products",575
Rest of UK,2014,"Computer, Electronic and Optical Products",675
Rest of UK,2015,"Computer, Electronic and Optical Products",445
Rest of UK,2016,"Computer, Electronic and Optical Products",730
Rest of UK,2017,"Computer, Electronic and Optical Products",820
Rest of UK,2018,"Computer, Electronic and Optical Products",850
Rest of UK,2002,Construction,1625
Rest of UK,2003,Construction,1885
Rest of UK,2004,Construction,2275
Rest of UK,2005,Construction,1645
Rest of UK,2006,Construction,1725
Rest of UK,2007,Construction,1915
Rest of UK,2008,Construction,2225
Rest of UK,2009,Construction,1620
Rest of UK,2010,Construction,1480
Rest of UK,2011,Construction,1470
Rest of UK,2012,Construction,1595
Rest of UK,2013,Construction,1860
Rest of UK,2014,Construction,1625
Rest of UK,2015,Construction,1480
Rest of UK,2016,Construction,1900
Rest of UK,2017,Construction,1815
Rest of UK,2018,Construction,1695
Rest of UK,2002,Education,280
Rest of UK,2003,Education,195
Rest of UK,2004,Education,240
Rest of UK,2005,Education,230
Rest of UK,2006,Education,250
Rest of UK,2007,Education,345
Rest of UK,2008,Education,405
Rest of UK,2009,Education,375
Rest of UK,2010,Education,425
Rest of UK,2011,Education,455
Rest of UK,2012,Education,480
Rest of UK,2013,Education,425
Rest of UK,2014,Education,465
Rest of UK,2015,Education,510
Rest of UK,2016,Education,505
Rest of UK,2017,Education,520
Rest of UK,2018,Education,585
Rest of UK,2002,Electrical Equipment,400
Rest of UK,2003,Electrical Equipment,315
Rest of UK,2004,Electrical Equipment,270
Rest of UK,2005,Electrical Equipment,245
Rest of UK,2006,Electrical Equipment,245
Rest of UK,2007,Electrical Equipment,165
Rest of UK,2008,Electrical Equipment,160
Rest of UK,2009,Electrical Equipment,215
Rest of UK,2010,Electrical Equipment,180
Rest of UK,2011,Electrical Equipment,175
Rest of UK,2012,Electrical Equipment,120
Rest of UK,2013,Electrical Equipment,90
Rest of UK,2014,Electrical Equipment,180
Rest of UK,2015,Electrical Equipment,145
Rest of UK,2016,Electrical Equipment,100
Rest of UK,2017,Electrical Equipment,70
Rest of UK,2018,Electrical Equipment,80
Rest of UK,2002,Financial and Insurance,4410
Rest of UK,2003,Financial and Insurance,5645
Rest of UK,2004,Financial and Insurance,8075
Rest of UK,2005,Financial and Insurance,6730
Rest of UK,2006,Financial and Insurance,8455
Rest of UK,2007,Financial and Insurance,11075
Rest of UK,2008,Financial and Insurance,10820
Rest of UK,2009,Financial and Insurance,9315
Rest of UK,2010,Financial and Insurance,9900
Rest of UK,2011,Financial and Insurance,8300
Rest of UK,2012,Financial and Insurance,7265
Rest of UK,2013,Financial and Insurance,7240
Rest of UK,2014,Financial and Insurance,7420
Rest of UK,2015,Financial and Insurance,7890
Rest of UK,2016,Financial and Insurance,7665
Rest of UK,2017,Financial and Insurance,9585
Rest of UK,2018,Financial and Insurance,10500
Rest of UK,2002,"Food Products, Beverages and Tobacco Products",2620
Rest of UK,2003,"Food Products, Beverages and Tobacco Products",2535
Rest of UK,2004,"Food Products, Beverages and Tobacco Products",2545
Rest of UK,2005,"Food Products, Beverages and Tobacco Products",2880
Rest of UK,2006,"Food Products, Beverages and Tobacco Products",2885
Rest of UK,2007,"Food Products, Beverages and Tobacco Products",2865
Rest of UK,2008,"Food Products, Beverages and Tobacco Products",2830
Rest of UK,2009,"Food Products, Beverages and Tobacco Products",3085
Rest of UK,2010,"Food Products, Beverages and Tobacco Products",3655
Rest of UK,2011,"Food Products, Beverages and Tobacco Products",3600
Rest of UK,2012,"Food Products, Beverages and Tobacco Products",3755
Rest of UK,2013,"Food Products, Beverages and Tobacco Products",4010
Rest of UK,2014,"Food Products, Beverages and Tobacco Products",3755
Rest of UK,2015,"Food Products, Beverages and Tobacco Products",3755
Rest of UK,2016,"Food Products, Beverages and Tobacco Products",3645
Rest of UK,2017,"Food Products, Beverages and Tobacco Products",3735
Rest of UK,2018,"Food Products, Beverages and Tobacco Products",3750
Rest of UK,2002,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",485
Rest of UK,2003,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",485
Rest of UK,2004,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",465
Rest of UK,2005,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",485
Rest of UK,2006,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",475
Rest of UK,2007,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",465
Rest of UK,2008,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",525
Rest of UK,2009,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",610
Rest of UK,2010,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",595
Rest of UK,2011,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",580
Rest of UK,2012,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",660
Rest of UK,2013,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",665
Rest of UK,2014,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",705
Rest of UK,2015,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",1035
Rest of UK,2016,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",985
Rest of UK,2017,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",635
Rest of UK,2018,"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment",610
Rest of UK,2002,Information and Communication,1085
Rest of UK,2003,Information and Communication,965
Rest of UK,2004,Information and Communication,1340
Rest of UK,2005,Information and Communication,1220
Rest of UK,2006,Information and Communication,1330
Rest of UK,2007,Information and Communication,1150
Rest of UK,2008,Information and Communication,1110
Rest of UK,2009,Information and Communication,1110
Rest of UK,2010,Information and Communication,1100
Rest of UK,2011,Information and Communication,1115
Rest of UK,2012,Information and Communication,1390
Rest of UK,2013,Information and Communication,1535
Rest of UK,2014,Information and Communication,1675
Rest of UK,2015,Information and Communication,1810
Rest of UK,2016,Information and Communication,1860
Rest of UK,2017,Information and Communication,2530
Rest of UK,2018,Information and Communication,2360
Rest of UK,2002,Machinery and Equipment N.E.C.,385
Rest of UK,2003,Machinery and Equipment N.E.C.,440
Rest of UK,2004,Machinery and Equipment N.E.C.,360
Rest of UK,2005,Machinery and Equipment N.E.C.,390
Rest of UK,2006,Machinery and Equipment N.E.C.,380
Rest of UK,2007,Machinery and Equipment N.E.C.,425
Rest of UK,2008,Machinery and Equipment N.E.C.,465
Rest of UK,2009,Machinery and Equipment N.E.C.,395
Rest of UK,2010,Machinery and Equipment N.E.C.,420
Rest of UK,2011,Machinery and Equipment N.E.C.,385
Rest of UK,2012,Machinery and Equipment N.E.C.,440
Rest of UK,2013,Machinery and Equipment N.E.C.,545
Rest of UK,2014,Machinery and Equipment N.E.C.,575
Rest of UK,2015,Machinery and Equipment N.E.C.,520
Rest of UK,2016,Machinery and Equipment N.E.C.,515
Rest of UK,2017,Machinery and Equipment N.E.C.,475
Rest of UK,2018,Machinery and Equipment N.E.C.,510
Rest of UK,2002,Mining & Quarrying,925
Rest of UK,2003,Mining & Quarrying,805
Rest of UK,2004,Mining & Quarrying,845
Rest of UK,2005,Mining & Quarrying,975
Rest of UK,2006,Mining & Quarrying,990
Rest of UK,2007,Mining & Quarrying,1205
Rest of UK,2008,Mining & Quarrying,1420
Rest of UK,2009,Mining & Quarrying,1960
Rest of UK,2010,Mining & Quarrying,2750
Rest of UK,2011,Mining & Quarrying,2715
Rest of UK,2012,Mining & Quarrying,2715
Rest of UK,2013,Mining & Quarrying,2535
Rest of UK,2014,Mining & Quarrying,2860
Rest of UK,2015,Mining & Quarrying,3130
Rest of UK,2016,Mining & Quarrying,2610
Rest of UK,2017,Mining & Quarrying,2250
Rest of UK,2018,Mining & Quarrying,2145
Rest of UK,2002,Other Services,160
Rest of UK,2003,Other Services,230
Rest of UK,2004,Other Services,190
Rest of UK,2005,Other Services,190
Rest of UK,2006,Other Services,185
Rest of UK,2007,Other Services,250
Rest of UK,2008,Other Services,180
Rest of UK,2009,Other Services,165
Rest of UK,2010,Other Services,50
Rest of UK,2011,Other Services,55
Rest of UK,2012,Other Services,180
Rest of UK,2013,Other Services,130
Rest of UK,2014,Other Services,125
Rest of UK,2015,Other Services,145
Rest of UK,2016,Other Services,225
Rest of UK,2017,Other Services,330
Rest of UK,2018,Other Services,430
Rest of UK,2002,"Professional, Scientific & Technical",1530
Rest of UK,2003,"Professional, Scientific & Technical",1340
Rest of UK,2004,"Professional, Scientific & Technical",1500
Rest of UK,2005,"Professional, Scientific & Technical",1520
Rest of UK,2006,"Professional, Scientific & Technical",1625
Rest of UK,2007,"Professional, Scientific & Technical",1840
Rest of UK,2008,"Professional, Scientific & Technical",2005
Rest of UK,2009,"Professional, Scientific & Technical",2305
Rest of UK,2010,"Professional, Scientific & Technical",2955
Rest of UK,2011,"Professional, Scientific & Technical",3205
Rest of UK,2012,"Professional, Scientific & Technical",3645
Rest of UK,2013,"Professional, Scientific & Technical",3815
Rest of UK,2014,"Professional, Scientific & Technical",4160
Rest of UK,2015,"Professional, Scientific & Technical",5090
Rest of UK,2016,"Professional, Scientific & Technical",4170
Rest of UK,2017,"Professional, Scientific & Technical",4275
Rest of UK,2018,"Professional, Scientific & Technical",3785
Rest of UK,2002,Real Estate Activities,155
Rest of UK,2003,Real Estate Activities,145
Rest of UK,2004,Real Estate Activities,215
Rest of UK,2005,Real Estate Activities,380
Rest of UK,2006,Real Estate Activities,430
Rest of UK,2007,Real Estate Activities,215
Rest of UK,2008,Real Estate Activities,195
Rest of UK,2009,Real Estate Activities,305
Rest of UK,2010,Real Estate Activities,250
Rest of UK,2011,Real Estate Activities,340
Rest of UK,2012,Real Estate Activities,310
Rest of UK,2013,Real Estate Activities,565
Rest of UK,2014,Real Estate Activities,300
Rest of UK,2015,Real Estate Activities,210
Rest of UK,2016,Real Estate Activities,195
Rest of UK,2017,Real Estate Activities,185
Rest of UK,2018,Real Estate Activities,225
Rest of UK,2002,"Rubber, Plastic and Other Non-Metallic Mineral Products",515
Rest of UK,2003,"Rubber, Plastic and Other Non-Metallic Mineral Products",555
Rest of UK,2004,"Rubber, Plastic and Other Non-Metallic Mineral Products",505
Rest of UK,2005,"Rubber, Plastic and Other Non-Metallic Mineral Products",485
Rest of UK,2006,"Rubber, Plastic and Other Non-Metallic Mineral Products",475
Rest of UK,2007,"Rubber, Plastic and Other Non-Metallic Mineral Products",510
Rest of UK,2008,"Rubber, Plastic and Other Non-Metallic Mineral Products",500
Rest of UK,2009,"Rubber, Plastic and Other Non-Metallic Mineral Products",500
Rest of UK,2010,"Rubber, Plastic and Other Non-Metallic Mineral Products",490
Rest of UK,2011,"Rubber, Plastic and Other Non-Metallic Mineral Products",470
Rest of UK,2012,"Rubber, Plastic and Other Non-Metallic Mineral Products",450
Rest of UK,2013,"Rubber, Plastic and Other Non-Metallic Mineral Products",475
Rest of UK,2014,"Rubber, Plastic and Other Non-Metallic Mineral Products",495
Rest of UK,2015,"Rubber, Plastic and Other Non-Metallic Mineral Products",460
Rest of UK,2016,"Rubber, Plastic and Other Non-Metallic Mineral Products",505
Rest of UK,2017,"Rubber, Plastic and Other Non-Metallic Mineral Products",510
Rest of UK,2018,"Rubber, Plastic and Other Non-Metallic Mineral Products",525
Rest of UK,2002,"Textiles, Wearing Apparel and Leather",425
