FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2029,Count,People,235180,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2029,Count,People,363292,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2029,Count,People,97770,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2029,Count,People,54049,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2029,Count,People,186401,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2030,Count,People,236288,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2030,Count,People,190328,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2030,Count,People,369379,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2030,Count,People,306635,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2030,Count,People,54717,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2031,Count,People,246707,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2030,Count,People,99220,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2030,Count,People,355924,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2030,Count,People,260633,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2030,Count,People,380712,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2030,Count,People,341889,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2030,Count,People,376647,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2030,Count,People,320759,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2028,Count,People,292305,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2028,Count,People,235834,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2028,Count,People,387803,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2028,Count,People,357475,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2028,Count,People,95185,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2028,Count,People,53193,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2028,Count,People,181603,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2028,Count,People,368470,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2028,Count,People,349319,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2028,Count,People,393968,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2028,Count,People,314483,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2028,Count,People,365891,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2028,Count,People,261417,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2029,Count,People,352614,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2029,Count,People,261212,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2029,Count,People,392883,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2029,Count,People,375372,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2029,Count,People,352878,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2029,Count,People,384117,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2029,Count,People,315910,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2029,Count,People,280210,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2029,Count,People,309084,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2029,Count,People,250339,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2029,Count,People,319236,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2029,Count,People,361926,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2029,Count,People,331625,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2032,Count,People,245749,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2032,Count,People,185087,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2032,Count,People,370712,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2032,Count,People,320268,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2032,Count,People,55381,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2033,Count,People,243121,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2032,Count,People,111921,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2032,Count,People,361574,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2032,Count,People,258447,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2032,Count,People,395536,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2032,Count,People,317061,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2032,Count,People,366069,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2032,Count,People,337822,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2033,Count,People,256944,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2033,Count,People,346484,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2033,Count,People,395931,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2033,Count,People,367750,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2033,Count,People,355832,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2033,Count,People,368631,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2033,Count,People,309779,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2033,Count,People,292181,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2033,Count,People,343721,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2033,Count,People,265195,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2033,Count,People,330889,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2033,Count,People,370742,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2033,Count,People,334120,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2031,Count,People,259695,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2031,Count,People,327328,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2031,Count,People,388416,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2031,Count,People,358699,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2031,Count,People,372979,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2031,Count,People,370585,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2031,Count,People,329611,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2031,Count,People,302862,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2031,Count,People,341501,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2031,Count,People,269807,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2031,Count,People,348658,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2031,Count,People,382376,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2031,Count,People,320777,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2032,Count,People,297482,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2032,Count,People,344630,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2032,Count,People,266916,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2032,Count,People,338799,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2032,Count,People,375308,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2032,Count,People,326355,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2031,Count,People,240029,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2031,Count,People,192248,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2031,Count,People,313526,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2031,Count,People,54738,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2032,Count,People,244877,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2031,Count,People,102001,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2020,Count,People,181363,"Fertility - Constant, Mortality - No improvement",35-39 years,Female
S92000003,2020,Count,People,159353,"Fertility - Constant, Mortality - No improvement",40-44 years,Male
S92000003,2020,Count,People,169442,"Fertility - Constant, Mortality - No improvement",45-49 years,Male
S92000003,2020,Count,People,173315,"Fertility - Constant, Mortality - No improvement",35-39 years,Male
S92000003,2021,Count,People,186587,"Fertility - Constant, Mortality - No improvement",25-29 years,Male
S92000003,2021,Count,People,189461,"Fertility - Constant, Mortality - No improvement",30-34 years,Male
S92000003,2020,Count,People,164636,"Fertility - Constant, Mortality - No improvement",40-44 years,Female
S92000003,2020,Count,People,168218,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2020,Count,People,188588,"Fertility - Constant, Mortality - No improvement",25-29 years,Female
S92000003,2020,Count,People,188247,"Fertility - Constant, Mortality - No improvement",30-34 years,Female
S92000003,2020,Count,People,180418,"Fertility - Constant, Mortality - No improvement",45-49 years,Female
S92000003,2020,Count,People,145008,"Fertility - Constant, Mortality - No improvement",5-9 years,Female
S92000003,2020,Count,People,172988,"Fertility - Constant, Mortality - No improvement",20-24 years,Male
S92000003,2021,Count,People,182375,"Fertility - Constant, Mortality - No improvement",35-39 years,Female
S92000003,2021,Count,People,162548,"Fertility - Constant, Mortality - No improvement",40-44 years,Male
S92000003,2021,Count,People,163985,"Fertility - Constant, Mortality - No improvement",45-49 years,Male
S92000003,2021,Count,People,175072,"Fertility - Constant, Mortality - No improvement",35-39 years,Male
S92000003,2020,Count,People,52671,"Fertility - Constant, Mortality - No improvement",85-89 years,Female
S92000003,2020,Count,People,30490,"Fertility - Constant, Mortality - No improvement",90 years and over,Female
S92000003,2021,Count,People,168061,"Fertility - Constant, Mortality - No improvement",40-44 years,Female
S92000003,2021,Count,People,164959,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2021,Count,People,184377,"Fertility - Constant, Mortality - No improvement",25-29 years,Female
S92000003,2021,Count,People,191801,"Fertility - Constant, Mortality - No improvement",30-34 years,Female
S92000003,2021,Count,People,173315,"Fertility - Constant, Mortality - No improvement",45-49 years,Female
S92000003,2021,Count,People,142198,"Fertility - Constant, Mortality - No improvement",5-9 years,Female
S92000003,2021,Count,People,168773,"Fertility - Constant, Mortality - No improvement",20-24 years,Male
S92000003,2027,Count,People,34601,"Fertility - Constant, Mortality - No improvement",90 years and over,Female
S92000003,2027,Count,People,76095,"Fertility - Constant, Mortality - No improvement",80-84 years,Male
S92000003,2027,Count,People,110031,"Fertility - Constant, Mortality - No improvement",75-79 years,Male
S92000003,2027,Count,People,36743,"Fertility - Constant, Mortality - No improvement",85-89 years,Male
S92000003,2020,Count,People,206022,"Fertility - Constant, Mortality - No improvement",55-59 years,Female
S92000003,2020,Count,People,181933,"Fertility - Constant, Mortality - No improvement",60-64 years,Female
S92000003,2027,Count,People,56358,"Fertility - Constant, Mortality - No improvement",85-89 years,Female
S92000003,2028,Count,People,152389,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2028,Count,People,138717,"Fertility - Constant, Mortality - No improvement",10-14 years,Female
S92000003,2028,Count,People,122944,"Fertility - Constant, Mortality - No improvement",0-4 years,Female
S92000003,2027,Count,People,97733,"Fertility - Constant, Mortality - No improvement",80-84 years,Female
S92000003,2027,Count,People,129096,"Fertility - Constant, Mortality - No improvement",75-79 years,Female
S92000003,2028,Count,People,147485,"Fertility - Constant, Mortality - No improvement",10-14 years,Male
S92000003,2020,Count,People,170847,"Fertility - Constant, Mortality - No improvement",60-64 years,Male
S92000003,2020,Count,People,144696,"Fertility - Constant, Mortality - No improvement",65-69 years,Male
S92000003,2020,Count,People,135609,"Fertility - Constant, Mortality - No improvement",70-74 years,Male
S92000003,2020,Count,People,189311,"Fertility - Constant, Mortality - No improvement",25-29 years,Male
S92000003,2020,Count,People,185345,"Fertility - Constant, Mortality - No improvement",30-34 years,Male
S92000003,2020,Count,People,155954,"Fertility - Constant, Mortality - No improvement",65-69 years,Female
S92000003,2020,Count,People,152750,"Fertility - Constant, Mortality - No improvement",5-9 years,Male
S92000003,2020,Count,People,189531,"Fertility - Constant, Mortality - No improvement",50-54 years,Male
S92000003,2020,Count,People,193505,"Fertility - Constant, Mortality - No improvement",55-59 years,Male
S92000003,2020,Count,People,149937,"Fertility - Constant, Mortality - No improvement",70-74 years,Female
S92000003,2020,Count,People,109298,"Fertility - Constant, Mortality - No improvement",75-79 years,Female
S92000003,2020,Count,People,203523,"Fertility - Constant, Mortality - No improvement",50-54 years,Female
S92000003,2018,Count,People,12620,"Fertility - Constant, Mortality - No improvement",90 years and over,Male
S92000003,2018,Count,People,29307,"Fertility - Constant, Mortality - No improvement",90 years and over,Female
S92000003,2019,Count,People,136363,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2019,Count,People,150137,"Fertility - Constant, Mortality - No improvement",10-14 years,Male
S92000003,2019,Count,People,131595,"Fertility - Constant, Mortality - No improvement",0-4 years,Female
S92000003,2027,Count,People,376394,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2019,Count,People,139509,"Fertility - Constant, Mortality - No improvement",0-4 years,Male
S92000003,2018,Count,People,50957,"Fertility - Constant, Mortality - No improvement",85-89 years,Female
S92000003,2018,Count,People,106061,"Fertility - Constant, Mortality - No improvement",75-79 years,Female
S92000003,2018,Count,People,30492,"Fertility - Constant, Mortality - No improvement",85-89 years,Male
S92000003,2018,Count,People,85041,"Fertility - Constant, Mortality - No improvement",75-79 years,Male
S92000003,2019,Count,People,143876,"Fertility - Constant, Mortality - No improvement",10-14 years,Female
S92000003,2018,Count,People,81934,"Fertility - Constant, Mortality - No improvement",80-84 years,Female
S92000003,2028,Count,People,286202,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2028,Count,People,311441,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2027,Count,People,52128,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2028,Count,People,252013,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2028,Count,People,324819,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2028,Count,People,365583,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2028,Count,People,325084,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2027,Count,People,350173,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2027,Count,People,285698,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2027,Count,People,389991,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2027,Count,People,173828,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2027,Count,People,93101,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2027,Count,People,239127,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2020,Count,People,13743,"Fertility - Constant, Mortality - No improvement",90 years and over,Male
S92000003,2021,Count,People,148669,"Fertility - Constant, Mortality - No improvement",10-14 years,Female
S92000003,2021,Count,People,137158,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2021,Count,People,127030,"Fertility - Constant, Mortality - No improvement",0-4 years,Female
S92000003,2019,Count,People,190858,"Fertility - Constant, Mortality - No improvement",25-29 years,Female
S92000003,2019,Count,People,186305,"Fertility - Constant, Mortality - No improvement",30-34 years,Female
S92000003,2021,Count,People,133949,"Fertility - Constant, Mortality - No improvement",0-4 years,Male
S92000003,2020,Count,People,89668,"Fertility - Constant, Mortality - No improvement",75-79 years,Male
S92000003,2020,Count,People,60692,"Fertility - Constant, Mortality - No improvement",80-84 years,Male
S92000003,2020,Count,People,32468,"Fertility - Constant, Mortality - No improvement",85-89 years,Male
S92000003,2021,Count,People,154747,"Fertility - Constant, Mortality - No improvement",10-14 years,Male
S92000003,2021,Count,People,143595,"Fertility - Constant, Mortality - No improvement",15-19 years,Male
S92000003,2020,Count,People,83632,"Fertility - Constant, Mortality - No improvement",80-84 years,Female
S92000003,2019,Count,People,179475,"Fertility - Constant, Mortality - No improvement",35-39 years,Female
S92000003,2019,Count,People,181933,"Fertility - Constant, Mortality - No improvement",30-34 years,Male
S92000003,2019,Count,People,186374,"Fertility - Constant, Mortality - No improvement",45-49 years,Female
S92000003,2019,Count,People,171848,"Fertility - Constant, Mortality - No improvement",35-39 years,Male
S92000003,2018,Count,People,58324,"Fertility - Constant, Mortality - No improvement",80-84 years,Male
S92000003,2019,Count,People,162425,"Fertility - Constant, Mortality - No improvement",40-44 years,Female
S92000003,2019,Count,People,142857,"Fertility - Constant, Mortality - No improvement",15-19 years,Male
S92000003,2019,Count,People,175713,"Fertility - Constant, Mortality - No improvement",20-24 years,Male
S92000003,2019,Count,People,190533,"Fertility - Constant, Mortality - No improvement",25-29 years,Male
S92000003,2019,Count,People,156639,"Fertility - Constant, Mortality - No improvement",40-44 years,Male
S92000003,2019,Count,People,174649,"Fertility - Constant, Mortality - No improvement",45-49 years,Male
S92000003,2019,Count,People,171373,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2025,Count,People,309607,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2025,Count,People,349956,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2025,Count,People,301802,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2025,Count,People,303451,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2025,Count,People,378776,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2025,Count,People,356584,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2025,Count,People,384066,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2024,Count,People,239789,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2024,Count,People,152247,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2024,Count,People,273601,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2024,Count,People,48926,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2025,Count,People,255688,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2024,Count,People,91578,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2025,Count,People,154597,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2025,Count,People,92522,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2025,Count,People,274812,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2025,Count,People,245473,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2026,Count,People,254756,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2026,Count,People,296775,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2025,Count,People,50080,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2025,Count,People,270753,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2025,Count,People,347055,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2025,Count,People,323402,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2025,Count,People,388555,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2025,Count,People,335302,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2025,Count,People,387260,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2023,Count,People,233398,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2023,Count,People,148423,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2023,Count,People,319650,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2023,Count,People,274481,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2023,Count,People,47959,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2024,Count,People,256265,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2023,Count,People,90049,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2023,Count,People,317045,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2023,Count,People,282254,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2023,Count,People,349990,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2023,Count,People,398743,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2023,Count,People,376050,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2023,Count,People,371368,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2024,Count,People,276308,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2024,Count,People,358170,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2024,Count,People,353266,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2024,Count,People,318512,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2024,Count,People,382149,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2024,Count,People,327491,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2024,Count,People,394958,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2024,Count,People,299964,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2024,Count,People,310045,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2024,Count,People,303002,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2024,Count,People,387587,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2024,Count,People,373446,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2024,Count,People,355843,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2030,Count,People,192478,"Fertility - Constant, Mortality - No improvement",40-44 years,Female
S92000003,2030,Count,People,166805,"Fertility - Constant, Mortality - No improvement",20-24 years,Female
S92000003,2030,Count,People,188234,"Fertility - Constant, Mortality - No improvement",40-44 years,Male
S92000003,2030,Count,People,194595,"Fertility - Constant, Mortality - No improvement",35-39 years,Male
S92000003,2030,Count,People,157832,"Fertility - Constant, Mortality - No improvement",15-19 years,Male
S92000003,2030,Count,People,161661,"Fertility - Constant, Mortality - No improvement",25-29 years,Male
S92000003,2030,Count,People,150031,"Fertility - Constant, Mortality - No improvement",15-19 years,Female
S92000003,2027,Count,People,263124,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2027,Count,People,321864,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2027,Count,People,340595,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2030,Count,People,174835,"Fertility - Constant, Mortality - No improvement",30-34 years,Female
S92000003,2030,Count,People,181204,"Fertility - Constant, Mortality - No improvement",30-34 years,Male
S92000003,2030,Count,People,194752,"Fertility - Constant, Mortality - No improvement",35-39 years,Female
S92000003,2030,Count,People,127083,"Fertility - Constant, Mortality - No improvement",5-9 years,Female
S92000003,2030,Count,People,183133,"Fertility - Constant, Mortality - No improvement",45-49 years,Female
S92000003,2030,Count,People,193831,"Fertility - Constant, Mortality - No improvement",65-69 years,Female
S92000003,2030,Count,People,175548,"Fertility - Constant, Mortality - No improvement",65-69 years,Male
S92000003,2030,Count,People,156486,"Fertility - Constant, Mortality - No improvement",50-54 years,Male
S92000003,2030,Count,People,177787,"Fertility - Constant, Mortality - No improvement",55-59 years,Female
S92000003,2030,Count,People,172791,"Fertility - Constant, Mortality - No improvement",45-49 years,Male
S92000003,2030,Count,People,157173,"Fertility - Constant, Mortality - No improvement",25-29 years,Female
S92000003,2030,Count,People,179364,"Fertility - Constant, Mortality - No improvement",60-64 years,Male
S92000003,2030,Count,People,168552,"Fertility - Constant, Mortality - No improvement",20-24 years,Male
S92000003,2030,Count,People,197283,"Fertility - Constant, Mortality - No improvement",60-64 years,Female
S92000003,2030,Count,People,162621,"Fertility - Constant, Mortality - No improvement",70-74 years,Female
S92000003,2030,Count,People,164102,"Fertility - Constant, Mortality - No improvement",55-59 years,Male
S92000003,2026,Count,People,334592,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2026,Count,People,383506,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2026,Count,People,330011,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2026,Count,People,265985,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2026,Count,People,342824,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2026,Count,People,279081,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2026,Count,People,389838,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2026,Count,People,311578,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2026,Count,People,342565,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2026,Count,People,309396,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2026,Count,People,386484,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2026,Count,People,359363,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2026,Count,People,377131,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2027,Count,People,317237,"Fertility - Constant, Mortality - No improvement",20-24 years,All
S92000003,2027,Count,People,332703,"Fertility - Constant, Mortality - No improvement",25-29 years,All
S92000003,2027,Count,People,312348,"Fertility - Constant, Mortality - No improvement",15-19 years,All
S92000003,2027,Count,People,393597,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2027,Count,People,362252,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2027,Count,People,370107,"Fertility - Constant, Mortality - No improvement",30-34 years,All
S92000003,2026,Count,People,159202,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2026,Count,People,92236,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2026,Count,People,248628,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2027,Count,People,253507,"Fertility - Constant, Mortality - No improvement",0-4 years,All
S92000003,2027,Count,People,291449,"Fertility - Constant, Mortality - No improvement",10-14 years,All
S92000003,2026,Count,People,51154,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2019,Count,People,278533,"Fertility - Constant, Mortality - No improvement",70-74 years,All
S92000003,2019,Count,People,195897,"Fertility - Constant, Mortality - No improvement",75-79 years,All
S92000003,2019,Count,People,344543,"Fertility - Constant, Mortality - No improvement",60-64 years,All
S92000003,2019,Count,People,299381,"Fertility - Constant, Mortality - No improvement",65-69 years,All
S92000003,2019,Count,People,83123,"Fertility - Constant, Mortality - No improvement",85-89 years,All
S92000003,2019,Count,People,43094,"Fertility - Constant, Mortality - No improvement",90 years and over,All
S92000003,2019,Count,People,142767,"Fertility - Constant, Mortality - No improvement",80-84 years,All
S92000003,2019,Count,People,319064,"Fertility - Constant, Mortality - No improvement",40-44 years,All
S92000003,2019,Count,People,361023,"Fertility - Constant, Mortality - No improvement",45-49 years,All
S92000003,2019,Count,People,351323,"Fertility - Constant, Mortality - No improvement",35-39 years,All
S92000003,2019,Count,People,400869,"Fertility - Constant, Mortality - No improvement",50-54 years,All
S92000003,2019,Count,People,392928,"Fertility - Constant, Mortality - No improvement",55-59 years,All
S92000003,2019,Count,People,298847,"Fertility - Constant, Mortality - No improvement",5-9 years,All
S92000003,2020,Count,People,349860,"Fertility - Constant, Mortality - No improvement",45-49 years,All
